                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.6179,                 2.8931,                 1.1212,                 1.6494,                  3.866,                 1.0257,                0.01269,                0.45588,                0.21402,                0.07334,                 1.7256,                 3.2038,                 1.2045,                 1.6833,                 4.3079,                 1.1272,             0.00053932,             0.00053932,             0.00053932
